,OBJECTID,Date_Start,Date_Finish,Acres,FireCause,Lat,Long,DispatchCenterID,PredominantFuelGroup,State,Fire_Duration,Fire_Duration_Group
0,127,2020-10-18,2021-03-10,562.9135044,Unknown,36.07114,-121.4505,CALPCC,Unknown,US-CA,143.0,Group-5
1,128,2020-05-01,2020-05-15,0.151680183,Unknown,39.55669,-119.5585,NVSFC,Grass,US-NV,,
2,129,2020-08-08,2020-08-20,0.3,Human,33.29384,-110.45,AZPHC,Grass-Shrub,US-AZ,12.0,Group-1
3,130,2020-05-08,2020-05-26,44.30051698,Human,35.87582,-115.2041,NVLIC,Grass-Shrub,US-NV,18.0,Group-2
4,133,2020-08-21,2020-08-22,4.0,Human,44.03513100892858,-103.03603723214285,SDGPC,Grass,US-SD,1.0,Group-1
5,136,2021-03-07,2021-03-09,0.93,Human,34.4559,-114.3719,AZPDC,Unknown,US-AZ,2.0,Group-1
6,139,2020-10-15,2020-12-03,0.1,Human,33.336,-110.4686,AZPHC,Grass,US-AZ,49.0,Group-4
7,141,2020-12-24,2020-12-30,1.0,Human,34.89249,-95.26115,ARAOC,Timber,US-OK,6.0,Group-1
8,142,2021-03-20,2021-04-16,1.0,Human,34.60244,-98.68604,ARAOC,Grass,US-OK,27.0,Group-2
9,144,2020-08-27,2020-09-11,0.8,Natural,46.14511,-114.0459,MTBRC,Grass-Shrub,US-MT,15.0,Group-2
10,145,2020-09-15,2020-09-15,4.0,Human,42.407211,-71.382437,NHNEC,Grass,US-MA,0.0,Group-1
11,148,2020-10-17,2020-11-13,3496.26613,Human,40.2339,-111.6577,UTNUC,Unknown,US-UT,27.0,Group-2
12,150,2020-08-18,2020-09-01,51576.74401,Natural,40.14235,-123.0594,CATGCC,Brush,US-CA,,
13,152,2020-08-06,2020-08-10,4.86,Natural,44.4773,-118.8608,ORJDCC,Unknown,US-OR,4.0,Group-1
14,153,2020-10-18,2020-11-01,10133.955,Unknown,36.27003,-105.3278,NMTDC,Unknown,US-NM,,
15,157,2020-06-14,2020-06-22,4.0,Human,46.54078550264553,-108.37487790476183,MTNCA,Timber,US-MT,8.0,Group-1
16,159,2020-08-30,2020-11-19,26751.75554,Unknown,38.64249,-119.5275,NVSFC,Unknown,US-CA,81.0,Group-5
17,163,2020-08-19,2020-08-21,4.0,Human,44.78692,-119.0711,ORJDCC,Unknown,US-OR,2.0,Group-1
18,167,2021-03-09,2021-03-09,0.1,Human,34.91935,-95.1033,ARAOC,Unknown,US-OK,0.0,Group-1
19,168,2020-09-25,2020-10-09,124.5232842,Unknown,41.03678,-107.5355,WYCPC,Grass-Shrub,US-WY,,
20,170,2020-08-08,2020-08-10,4.0,Human,44.758333,-119.100556,ORJDCC,Unknown,US-OR,2.0,Group-1
21,173,2021-01-29,2021-01-30,16.5,Human,44.38801,-108.9772,WYCDC,Grass-Shrub,US-WY,1.0,Group-1
22,174,2020-06-16,2020-06-18,4.0,Human,35.62577,-97.99472,ARAOC,Grass,US-OK,2.0,Group-1
23,182,2020-08-17,2020-08-20,4.0,Natural,44.47685,-119.218,ORJDCC,Unknown,US-OR,3.0,Group-1
24,183,2020-04-20,2020-04-22,0.025794,Human,42.10453,-112.9403,IDEIC,Grass-Shrub,US-ID,2.0,Group-1
25,186,2020-07-05,2020-07-19,5513.187585,Unknown,37.023934,-121.513722,CASCCC,Unknown,US-CA,,
26,187,2020-11-09,2020-11-23,0.1,Human,41.605278,-87.206389,INIIC,Timber,US-IN,,
27,189,2020-08-13,2020-10-01,4119.202185,Human,34.15672,-117.9107,CALACC,Unknown,US-CA,49.0,Group-4
28,191,2020-07-01,2020-07-09,13.26789924,Human,32.64495,-111.3929,AZTDC,Unknown,US-AZ,8.0,Group-1
29,193,2020-07-06,2020-07-20,4.0,Human,45.22878,-120.72,ORCOC,Grass-Shrub,US-OR,,
30,194,2020-09-28,2020-09-30,4.0,Human,44.03513100892857,-103.03603723214283,SDGPC,Timber,US-SD,2.0,Group-1
31,195,2020-03-08,2020-03-27,224.0755085,Human,37.02753,-91.23881,MOMOC,Timber,US-MO,19.0,Group-2
32,196,2020-07-21,2020-07-30,1.839062939,Natural,38.99669,-119.5408,NVSFC,Timber,US-NV,9.0,Group-1
33,197,2021-02-18,2021-03-05,44.85458969,Human,36.09058,-115.0345,NVLIC,Unknown,US-NV,15.0,Group-2
34,200,2020-08-05,2020-08-06,0.5,Unknown,42.3689,-105.4883,WYCPC,Grass-Shrub,US-WY,1.0,Group-1
35,203,2020-06-19,2020-06-26,4.0,Human,31.75981,-111.9623,AZTDC,Unknown,US-AZ,7.0,Group-1
36,204,2020-05-02,2020-05-06,0.756747572,Human,39.64943,-116.0325,NVCNC,Brush,US-NV,4.0,Group-1
37,207,2020-06-12,2020-06-17,4.0,Human,33.84206,-112.3329,AZPDC,Grass,US-AZ,5.0,Group-1
38,212,2020-07-20,2020-07-21,56.75,Human,34.13575,-117.1915,CASBCC,Unknown,US-CA,1.0,Group-1
39,214,2020-12-29,2020-12-31,4.0,Human,34.92741,-98.41821,ARAOC,Grass,US-OK,2.0,Group-1
40,216,2021-03-12,2021-03-31,4.635735481,Human,29.05793,-81.83696,FLFIC,Timber,US-FL,19.0,Group-2
41,218,2020-06-09,2020-06-23,4.0,Human,34.03764,-118.69873,CALACC,Unknown,US-CA,,
42,220,2020-05-07,2020-05-11,15.0,Human,34.1334,-117.1833,CASBCC,Unknown,US-CA,4.0,Group-1
43,221,2020-11-10,2020-11-25,4.0,Human,38.59136,-82.5837,PAMACC,Timber,US-OH,15.0,Group-2
44,223,2021-02-04,2021-02-20,0.1,Human,34.89812,-95.26555,ARAOC,Timber,US-OK,16.0,Group-2
45,229,2021-03-19,2021-03-21,0.35,Undetermined,25.42499,-80.78468,FLFIC,Grass,US-FL,2.0,Group-1
46,232,2020-04-24,2020-05-08,4.0,Unknown,34.0396,-118.58123,CALACC,Unknown,US-CA,,
47,234,2020-06-15,2020-06-17,0.005355765,Human,36.03313,-115.7027,NVLIC,Grass,US-NV,2.0,Group-1
48,236,2020-07-07,2020-07-10,4.0,Natural,48.00811,-90.51053,MNMNCC,Timber,US-MN,3.0,Group-1
49,238,2021-02-26,2021-03-12,4.0,Unknown,37.47321024319067,-119.72223234824911,CAVNCC,Brush,US-CA,,
50,241,2021-02-11,2021-02-21,4.0,Human,38.7946,-104.8999,COPBC,Grass,US-CO,10.0,Group-1
51,249,2020-06-11,2020-06-12,0.763525551,Human,39.918217,-114.716333,NVECC,Grass,US-NV,1.0,Group-1
52,250,2020-05-11,2020-05-26,32.8575616,Human,35.87371,-115.22,NVLIC,Grass,US-NV,15.0,Group-2
53,251,2020-09-27,2020-10-01,4.744831002,Unknown,45.7625,-108.4518,MTBDC,Unknown,US-MT,4.0,Group-1
54,252,2020-06-17,2020-07-01,83.0,Human,35.91634,-121.4352,CALPCC,Grass,US-CA,14.0,Group-1
55,255,2020-08-15,2020-10-14,4.0,Natural,33.39059,-110.4627,AZPHC,Grass-Shrub,US-AZ,60.0,Group-5
56,256,2020-08-16,2020-09-21,5967.492069,Human,47.26405595000003,-119.87002157000006,WAYAC,Unknown,US-WA,36.0,Group-3
57,257,2020-08-02,2020-08-10,2.421361478,Human,35.87958,-115.2119,NVLIC,Grass,US-NV,8.0,Group-1
58,258,2020-05-18,2020-05-20,4.0,Human,33.36214,-110.6097,AZPHC,Grass-Shrub,US-AZ,2.0,Group-1
59,264,2020-09-01,2020-09-06,0.00758868,Unknown,41.333,-110.4348,WYCPC,Grass-Shrub,US-WY,5.0,Group-1
60,268,2020-07-22,2020-07-27,4.0,Natural,30.38267,-81.48618,FLFIC,Timber,US-FL,5.0,Group-1
61,272,2021-03-11,2021-03-19,7.0,Human,35.25705,-95.09035,ARAOC,Grass-Shrub,US-OK,8.0,Group-1
62,274,2021-03-21,2021-03-24,0.1,Human,47.57047696992482,-93.7446736390977,MNMNCC,Grass,US-MN,3.0,Group-1
63,275,2020-11-02,2020-12-11,0.1,Unknown,44.85152,-112.1471,MTDDC,Timber,US-MT,39.0,Group-3
64,276,2021-02-13,2021-02-22,160.8896715,Human,31.84475,-110.7289,AZTDC,Grass-Shrub,US-AZ,9.0,Group-1
65,278,2020-09-02,2020-09-19,4.0,Human,46.54078550264552,-108.37487790476183,MTFPAC,Grass,US-MT,17.0,Group-2
66,281,2020-06-08,2020-06-09,0.036484702,Human,36.4404,-114.9641,NVLIC,Grass,US-NV,1.0,Group-1
67,283,2020-08-04,2020-08-18,19.05372625,Human,29.17363,-102.9964,,Unknown,MX-CA,,
68,284,2020-06-15,2020-07-08,4.0,Natural,37.40153,-107.1118,CODRC,Timber,US-CO,23.0,Group-2
69,286,2020-07-17,2020-07-22,4.0,Human,37.04667,-113.3002,UTCDC,Grass,US-UT,5.0,Group-1
70,287,2020-05-31,2020-06-14,4.0,Unknown,33.16,-112.6489,AZPDC,Unknown,US-AZ,,
71,289,2020-05-05,2020-05-10,3.512988948,Human,35.83795,-115.2706,NVLIC,Grass,US-NV,5.0,Group-1
72,292,2020-08-24,2020-08-31,4.0,Natural,34.74034,-113.2135,AZPDC,Unknown,US-AZ,7.0,Group-1
73,293,2020-06-26,2020-06-26,4.0,Human,43.299428,-74.217933,NHNEC,Grass,US-NY,0.0,Group-1
74,294,2020-10-26,2020-11-09,13694.30253,Unknown,37.47321024319067,-119.72223234824911,CARRCC,Unknown,US-CA,,
75,297,2020-09-07,2020-10-28,7120.105168,Unknown,48.33591,-118.202,WACAC,Timber,US-WA,51.0,Group-4
76,301,2021-03-07,2021-03-17,1.0,Human,36.70221,-92.1424,MOMOC,Timber,US-MO,10.0,Group-1
77,304,2020-07-21,2020-09-16,4.0,Human,46.54078550264553,-108.37487790476183,MTMCC,Grass,US-MT,57.0,Group-4
78,306,2020-07-22,2020-08-05,4.0,Unknown,37.47321024319067,-119.72223234824911,CALACC,Timber,US-CA,,
79,310,2020-08-07,2020-08-13,10.66461604,Human,40.178333,-110.299444,UTUBC,Unknown,US-UT,6.0,Group-1
80,311,2020-07-15,2020-07-18,0.069572488,Human,33.3329,-110.4553,AZPHC,Grass-Shrub,US-AZ,3.0,Group-1
81,312,2020-06-24,2020-07-08,23.0,Human,44.44703,-105.4584,WYCPC,Grass,US-WY,,
82,316,2020-07-21,2020-07-24,14.47517494,Human,45.2422,-115.5305,IDPAC,Timber,US-ID,3.0,Group-1
83,317,2020-08-10,2020-08-18,4.0,Human,47.10974,-119.3742,WACWC,Unknown,US-WA,8.0,Group-1
84,321,2020-08-30,2020-09-03,0.046931825,Human,35.91423,-115.1884,NVLIC,Grass-Shrub,US-NV,4.0,Group-1
85,322,2020-07-27,2020-09-11,0.1,Natural,41.8067,-119.666769,CASIFC,Grass-Shrub,US-NV,46.0,Group-4
86,324,2020-09-07,2020-10-22,1632.0,Human,46.50879,-116.3869,IDGVC,Unknown,US-ID,45.0,Group-4
87,326,2020-06-23,2020-06-26,1090.0,Natural,27.13334,-97.37183,TXTIC,Grass-Shrub,US-TX,3.0,Group-1
88,329,2020-05-26,2020-06-02,0.203632236,Human,35.87266,-115.2332,NVLIC,Grass,US-NV,7.0,Group-1
89,330,2021-03-06,2021-03-20,1.0,Unknown,36.94331,-92.07699,MOMOC,Unknown,US-MO,,
90,331,2020-09-21,2020-09-24,4.0,Human,44.03513100892857,-103.03603723214286,SDGPC,Timber,US-SD,3.0,Group-1
91,332,2020-09-07,2020-09-08,4.0,Human,35.09114,-98.65868,ARAOC,Unknown,US-OK,1.0,Group-1
92,335,2021-03-08,2021-03-31,1.0,Human,36.61083,-84.35006,KYKIC,Timber,US-KY,23.0,Group-2
93,337,2020-06-13,2020-06-24,0.06557491,Natural,40.84843,-117.6173,NVCNC,Timber,US-NV,11.0,Group-1
94,338,2020-07-19,2020-07-20,9.036197058,Natural,37.059973,-102.566814,COPBC,Unknown,US-CO,1.0,Group-1
95,341,2020-07-04,2020-07-06,0.066107383,Human,36.01137,-114.9224,NVLIC,Grass-Shrub,US-NV,2.0,Group-1
96,342,2021-03-11,2021-03-18,1.0,Human,37.64308636363637,-79.76722545454545,VAVIC,Timber,US-VA,7.0,Group-1
97,347,2020-08-24,2020-09-07,946.6801929,Unknown,39.965167,-121.582333,CABTCC,Unknown,US-CA,,
98,352,2020-09-08,2020-10-09,132.4262977,Human,47.15501,-121.8583,WAPSC,Unknown,US-WA,31.0,Group-3
99,353,2021-03-16,2021-03-18,0.33,Human,31.55494,-92.59896,LALIC,Timber,US-LA,2.0,Group-1
100,356,2020-09-05,2020-09-09,4.0,Human,46.54078550264552,-108.37487790476185,MTRBAC,Grass,US-MT,4.0,Group-1
101,358,2020-08-16,2020-09-04,48869.15997,Unknown,36.563,-121.640333,CABECC,Unknown,US-CA,19.0,Group-2
102,359,2020-09-18,2020-09-24,11.40376691,Human,36.9903,-112.9748,UTCDC,Unknown,US-AZ,6.0,Group-1
103,361,2020-08-16,2020-08-30,589367.5568,Natural,39.76536,-122.6734,CAMNFC,Grass-Shrub,US-CA,,
104,362,2020-07-13,2020-07-29,0.02801851,Natural,39.24994,-112.05,UTRFC,Timber,US-UT,16.0,Group-2
105,365,2020-08-25,2020-08-27,4.0,Human,34.99549,-96.63158,ARAOC,Grass,US-OK,2.0,Group-1
106,367,2020-08-24,2020-09-01,0.082230023,Natural,36.10345,-115.5518,NVLIC,Grass-Shrub,US-NV,8.0,Group-1
107,373,2020-10-10,2020-10-11,4.0,Unknown,34.03454,-118.70581,CALACC,Grass-Shrub,US-CA,1.0,Group-1
108,375,2020-10-04,2020-10-11,2.701833847,Human,39.86442,-119.6273,NVSFC,Grass,US-NV,7.0,Group-1
109,376,2020-07-17,2020-07-22,0.007390618,Human,36.26073,-115.3299,NVLIC,Grass,US-NV,5.0,Group-1
110,377,2020-11-09,2020-11-23,367.251116,Unknown,35.60705,-83.81931,TNTNC,Grass,US-TN,,
111,378,2020-08-27,2020-08-28,4.0,Human,39.1,-120.7284,CAGVCC,Grass-Shrub,US-CA,1.0,Group-1
112,379,2020-01-24,2020-02-07,9.8,Unknown,44.37727,-106.6538,WYCPC,Unknown,US-WY,,
113,380,2020-07-29,2020-08-05,4.0,Natural,44.51284,-119.4388,ORJDCC,Unknown,US-OR,7.0,Group-1
114,382,2020-07-20,2020-08-10,2.794007947,Natural,36.01167,-115.4316,NVLIC,Grass,US-NV,21.0,Group-2
115,383,2020-07-17,2020-07-31,4.0,Natural,38.41425999999999,-97.8423025,COPBC,Timber,US-KS,14.0,Group-1
116,386,2020-05-10,2020-05-13,4.0,Human,33.30728,-110.4168,AZPHC,Grass-Shrub,US-AZ,3.0,Group-1
117,391,2020-06-16,2020-06-19,0.309023594,Human,40.275861,-109.895639,UTUBC,Unknown,US-UT,3.0,Group-1
118,393,2020-08-18,2020-09-14,328363.0942,Natural,40.12551,-123.0731,CAMNFC,Brush,US-CA,27.0,Group-2
119,394,2020-12-08,2020-12-14,4.0,Human,34.45602,-112.3788,AZPDC,Timber,US-AZ,6.0,Group-1
120,395,2020-09-24,2020-09-24,4.0,Human,44.45982,-109.5489,WYCDC,Grass-Shrub,US-WY,0.0,Group-1
121,397,2020-07-27,2020-08-10,143886.5336,Natural,41.19449,-123.4578,CANCIC,Timber,US-CA,,
122,398,2020-07-22,2020-08-17,4.0,Unknown,37.5943,-80.24779,VAVIC,Timber,US-VA,26.0,Group-2
123,402,2020-06-03,2020-06-08,530.5270373,Natural,41.65477,-113.1956,UTNUC,Grass,US-UT,5.0,Group-1
124,403,2020-08-21,2020-08-23,4.0,Unknown,35.31761,-96.54798,ARAOC,Unknown,US-OK,2.0,Group-1
125,404,2020-08-17,2020-08-31,27.61016048,Unknown,40.041655,-121.664822,CABTCC,Unknown,US-CA,,
126,405,2020-07-23,2020-07-26,21.0,Human,43.67613,-106.649,WYCPC,Grass,US-WY,3.0,Group-1
127,412,2020-02-28,2020-02-28,4.0,Human,34.04435,-118.88895,CALACC,Grass-Shrub,US-CA,0.0,Group-1
128,415,2020-05-22,2020-05-27,4.0,Human,39.12571,-105.1286,COPBC,Grass-Shrub,US-CO,5.0,Group-1
129,417,2020-07-21,2020-07-24,1.541854078,Natural,37.33164,-108.4119,CODRC,Grass,US-CO,3.0,Group-1
130,418,2020-07-05,2020-07-07,4.0,Human,35.6255,-97.99436,ARAOC,Grass,US-OK,2.0,Group-1
131,419,2020-09-13,2020-09-14,4.0,Human,45.253783,-69.445469,NHNEC,Timber,US-ME,1.0,Group-1
132,421,2020-05-09,2020-05-09,0.370451784,Human,35.94007,-115.6569,NVLIC,Grass,US-NV,0.0,Group-1
133,422,2020-06-09,2020-06-11,1.1,Human,35.04942,-98.26634,ARAOC,Timber,US-OK,2.0,Group-1
134,424,2020-01-08,2020-01-12,4.0,Human,36.40574,-96.91376,ARAOC,Grass,US-OK,4.0,Group-1
135,425,2020-08-09,2020-08-23,136.5928345,Human,37.47321024319067,-119.72223234824911,CAFICC,Unknown,US-CA,,
136,427,2020-06-28,2020-07-03,4.0,Human,32.8919,-112.0386,AZTDC,Unknown,US-AZ,5.0,Group-1
137,428,2020-05-28,2020-05-28,0.1,Human,34.10317,-109.613,AZFDC,Timber,US-AZ,0.0,Group-1
138,430,2021-03-06,2021-03-08,0.444808,Human,40.72304,-113.2888,UTNUC,Grass-Shrub,US-UT,2.0,Group-1
139,435,2020-10-04,2020-10-05,4.0,Human,39.1409,-105.13,COPBC,Grass,US-CO,1.0,Group-1
140,438,2021-03-14,2021-03-22,8.51817466,Human,29.11693,-103.6698,,Grass-Shrub,MX-CH,8.0,Group-1
141,439,2020-08-21,2020-09-24,19506.0,Natural,33.16917,-110.4483,AZPHC,Grass-Shrub,US-AZ,34.0,Group-3
142,440,2020-08-17,2020-12-07,285.0376773,Natural,39.7485,-121.713333,CABTCC,Timber,US-CA,112.0,Group-5
143,441,2020-08-17,2020-08-31,0.002972638,Unknown,39.890483,-121.752683,CABTCC,Unknown,US-CA,,
144,443,2020-06-15,2020-06-29,434.5502618,Unknown,35.179611,-120.697172,CASLCC,Unknown,US-CA,,
145,445,2020-06-02,2020-06-10,4.0,Human,33.53549,-112.3048,AZPDC,Unknown,US-AZ,8.0,Group-1
146,446,2020-07-23,2020-08-02,1101.197505,Natural,40.6442,-118.018,NVCNC,Grass-Shrub,US-NV,10.0,Group-1
147,447,2020-06-03,2020-06-03,0.140549444,Human,36.44294,-114.9693,NVLIC,Grass,US-NV,0.0,Group-1
148,450,2020-05-12,2020-05-20,4.0,Human,33.36138,-110.426,AZPHC,Grass-Shrub,US-AZ,8.0,Group-1
149,452,2021-03-13,2021-03-26,2.0,Unknown,47.57047696992481,-93.74467363909768,MNMNCC,Grass,US-MN,13.0,Group-1
150,454,2020-08-31,2020-09-01,0.206779546,Human,36.68947,-114.5037,NVLIC,Grass-Shrub,US-NV,1.0,Group-1
151,455,2020-03-09,2020-03-11,45.2,Human,41.03948185714285,-87.10185228571432,INIIC,Unknown,US-IN,2.0,Group-1
152,456,2020-08-17,2020-08-31,6061.253131,Natural,39.54481,-122.7428,CAMNFC,Grass-Shrub,US-CA,,
153,457,2020-07-25,2020-08-10,1.557925024,Human,36.2528,-115.6469,NVLIC,Grass-Shrub,US-NV,16.0,Group-2
154,459,2020-09-08,2020-09-09,4.347045143,Human,42.37275,-112.4576,IDEIC,Unknown,US-ID,1.0,Group-1
155,461,2020-06-07,2020-06-21,4.0,Unknown,33.54541433498351,-111.45096996699668,AZTDC,Unknown,US-AZ,,
156,462,2021-01-13,2021-01-27,1.0,Unknown,37.86,-91.9222,MOMOC,Unknown,US-MO,,
157,463,2020-07-15,2020-09-02,4.0,Natural,46.54078550264551,-108.37487790476185,MTNCA,Grass-Shrub,US-MT,49.0,Group-4
158,464,2020-09-27,2020-09-27,4.0,Human,44.03513100892857,-103.03603723214283,SDGPC,Grass,US-SD,0.0,Group-1
159,465,2020-09-12,2020-09-26,303.4988348,Unknown,46.62252,-117.3332,WANEC,Unknown,US-WA,,
160,466,2020-11-18,2020-12-08,4.0,Human,43.84427,-103.1931,SDGPC,Unknown,US-SD,20.0,Group-2
161,468,2020-12-20,2020-12-28,4.0,Human,33.36444,-110.4606,AZPHC,Grass-Shrub,US-AZ,8.0,Group-1
162,469,2021-03-17,2021-03-31,0.59,Human,45.36282,-108.5627,MTBDC,Grass,US-MT,14.0,Group-1
163,470,2020-06-28,2020-06-28,0.2,Natural,46.75896,-105.3122,MTMCC,Grass,US-MT,0.0,Group-1
164,471,2020-07-06,2020-07-11,4.0,Human,33.12754,-110.1138,AZPHC,Grass-Shrub,US-AZ,5.0,Group-1
165,473,2020-08-23,2020-11-23,156.864,Human,39.08988,-105.4903,COPBC,Timber,US-CO,92.0,Group-5
166,475,2020-09-23,2020-10-07,0.436867083,Unknown,42.86251,-106.5368,WYCPC,Grass-Shrub,US-WY,,
167,477,2020-11-19,2020-12-03,1.0,Human,37.141886320000005,-83.96504944,KYKIC,Brush,US-KY,,
168,478,2020-05-05,2020-05-23,23.0,Human,37.32783,-107.6449,CODRC,Timber,US-CO,18.0,Group-2
169,479,2020-11-20,2020-11-23,4.0,Unknown,39.55127,-82.05943,PAMACC,Timber,US-OH,3.0,Group-1
170,480,2020-06-13,2020-06-13,4.0,Human,39.0246,-120.7207,CAGVCC,Slash,US-CA,0.0,Group-1
171,483,2020-05-06,2020-05-08,4.0,Human,33.36674,-110.4471,AZPHC,Grass-Shrub,US-AZ,2.0,Group-1
172,485,2020-11-17,2020-12-15,1.834283411,Human,30.36215,-84.27321,FLFIC,Grass,US-FL,28.0,Group-2
173,486,2020-08-01,2020-08-11,1962.317674,Unknown,35.416337,-120.455709,CASLCC,Unknown,US-CA,10.0,Group-1
174,488,2020-10-04,2020-10-11,0.562496424,Human,39.84813,-119.6588,NVSFC,Grass-Shrub,US-NV,7.0,Group-1
175,489,2020-05-02,2020-05-13,110.3071628,Human,35.8539,-115.2766,NVLIC,Grass,US-NV,11.0,Group-1
176,491,2020-07-05,2020-07-10,4.0,Human,33.2849,-104.3738,NMADC,Brush,US-NM,5.0,Group-1
177,492,2020-06-25,2020-07-12,3.014166439,Human,35.87955,-115.2224,NVLIC,Brush,US-NV,17.0,Group-2
178,493,2020-08-11,2020-08-13,4.0,Human,45.253783,-69.445469,NHNEC,Timber,US-ME,2.0,Group-1
179,496,2020-05-10,2020-05-15,6.087713542,Human,35.88097,-115.221,NVLIC,Grass-Shrub,US-NV,5.0,Group-1
180,497,2020-08-18,2020-09-01,174.5080325,Unknown,40.02465,-121.576633,CABTCC,Unknown,US-CA,,
181,499,2021-03-20,2021-04-11,50.0,Unknown,47.57047696992482,-93.74467363909768,MNMNCC,Grass-Shrub,US-MN,22.0,Group-2
182,501,2020-06-21,2020-06-22,0.559340002,Human,36.83313,-114.058,NVLIC,Grass-Shrub,US-NV,1.0,Group-1
183,503,2020-09-19,2020-10-01,0.846915975,Natural,39.97092,-116.7842,NVCNC,Timber,US-NV,12.0,Group-1
184,504,2020-05-24,2020-05-25,3.542914608,Human,35.87959,-115.2126,NVLIC,Grass-Shrub,US-NV,1.0,Group-1
185,506,2020-05-11,2020-05-21,14.99084571,Human,35.80397,-115.3071,NVLIC,Grass,US-NV,10.0,Group-1
186,511,2020-07-07,2020-07-28,5.0,Natural,45.21421,-120.5679,ORCOC,Grass-Shrub,US-OR,21.0,Group-2
187,512,2020-06-30,2020-07-01,4.0,Human,33.2948,-110.4318,AZPHC,Grass-Shrub,US-AZ,1.0,Group-1
188,513,2021-02-05,2021-04-17,190.4711132,Human,29.31665,-81.7909,FLFIC,Grass,US-FL,71.0,Group-5
189,514,2020-07-09,2020-07-12,7.342507645,Human,43.55086,-112.5263,IDEIC,Grass-Shrub,US-ID,3.0,Group-1
190,517,2020-08-18,2020-09-01,6.364230109,Unknown,40.0347,-121.70199,CABTCC,Unknown,US-CA,,
191,518,2020-09-11,2020-10-13,4.0,Human,44.03513100892858,-103.03603723214283,SDGPC,Grass,US-SD,32.0,Group-3
192,519,2020-06-22,2020-06-22,0.067665999,Human,35.88664,-115.225,NVLIC,Grass,US-NV,0.0,Group-1
193,521,2020-11-06,2020-11-08,19.0,Human,47.570476969924826,-93.74467363909767,MNMNCC,Unknown,US-MN,2.0,Group-1
194,525,2020-08-16,2020-08-31,14457.95093,Unknown,39.90812,-122.7077,CAMNFC,Brush,US-CA,15.0,Group-2
195,526,2020-09-30,2020-09-30,4.0,Unknown,44.03513100892858,-103.03603723214285,SDGPC,Grass,US-SD,0.0,Group-1
196,527,2020-08-16,2020-09-07,4.0,Natural,33.18184,-110.5258,AZPHC,Grass-Shrub,US-AZ,22.0,Group-2
197,529,2020-07-16,2020-07-30,4.0,Unknown,33.695575,-116.850688,CARRCC,Grass-Shrub,US-CA,,
198,531,2020-05-28,2020-06-11,28.75,Unknown,37.47321024319068,-119.72223234824911,CASBDC,Unknown,US-CA,,
199,533,2020-07-18,2020-07-23,4.0,Human,47.570476969924826,-93.74467363909768,MNMNCC,Grass,US-MN,5.0,Group-1
200,534,2020-08-16,2020-08-19,4.0,Undetermined,37.47321024319067,-119.72223234824911,CALACC,Grass,US-CA,3.0,Group-1
201,535,2020-07-06,2020-07-12,4.0,Human,33.04284,-112.6639,AZPDC,Unknown,US-AZ,6.0,Group-1
202,536,2020-07-19,2020-08-02,61.0,Unknown,43.671346367283924,-120.13478924691348,ORRVC,Unknown,US-OR,,
203,537,2020-08-12,2020-09-02,13605.99526,Natural,40.85215,-119.6797,NVCNC,Timber,US-NV,21.0,Group-2
204,538,2020-09-17,2020-09-18,0.007387433,Human,43.61439,-115.2021,IDSCC,Timber,US-ID,1.0,Group-1
205,539,2020-07-12,2020-08-02,4.0,Natural,34.52036,-98.57558,ARAOC,Unknown,US-OK,21.0,Group-2
206,541,2021-03-18,2021-03-23,0.11,Human,48.02863,-114.227,MTKIC,Grass,US-MT,5.0,Group-1
207,542,2020-03-06,2020-03-20,4.0,Unknown,36.633611,-93.710556,MOMOC,Timber,US-MO,,
208,543,2020-03-07,2020-03-21,4.0,Unknown,36.61022,-92.82771,MOMOC,Timber,US-MO,,
209,544,2020-09-08,2020-09-22,4.0,Human,41.249283,-123.3241,CAYICC,Timber,US-CA,,
210,545,2020-06-26,2020-06-28,4.0,Human,33.564654,-116.753473,CARRCC,Grass-Shrub,US-CA,2.0,Group-1
211,547,2020-08-17,2020-08-31,1221.942129,Natural,37.47321024319067,-119.7222323482491,CAMNFC,Timber,US-CA,,
212,548,2020-09-22,2020-10-29,1562.112019,Natural,36.6066,-114.0622,NVLIC,Brush,US-NV,37.0,Group-3
213,550,2020-07-05,2020-07-12,4.0,Natural,44.51501,-120.1373,ORJDCC,Unknown,US-OR,7.0,Group-1
214,552,2020-06-02,2020-07-13,5.036290854,Human,48.20183,-91.73244,MNMNCC,Timber,US-MN,41.0,Group-3
215,553,2021-01-19,2021-01-24,1.694115361,Human,29.02908,-81.49379,FLFIC,Timber,US-FL,5.0,Group-1
216,557,2020-06-03,2020-06-07,1.862728869,Human,36.02961,-115.6832,NVLIC,Grass,US-NV,4.0,Group-1
217,559,2020-08-24,2020-10-01,100.0,Unknown,46.74536,-108.6209,MTBDC,Unknown,US-MT,38.0,Group-3
218,560,2020-09-17,2020-09-27,1.983942,Human,42.33992,-114.3773,IDSCC,Grass-Shrub,US-ID,10.0,Group-1
219,561,2020-07-23,2020-07-25,0.027702872,Human,36.5772,-116.0697,NVLIC,Brush,US-NV,2.0,Group-1
220,562,2020-08-17,2020-09-02,24458.09092,Unknown,46.67034,-120.1145,WACWC,Unknown,US-WA,16.0,Group-2
221,564,2020-06-14,2020-06-15,4.0,Human,33.73384,-112.0055,AZPDC,Unknown,US-AZ,1.0,Group-1
222,565,2020-04-07,2020-04-19,8.966419838,Human,41.95662,-117.7058,NVCNC,Brush,US-NV,12.0,Group-1
