,humidity,windspeed,pressure,temp,conditions
4114,44.94,12.8,1017.9,56.9,1.0
17197,77.15,12.7,1021.5,38.0,3.0
11929,53.6,15.2,1012.3,49.9,2.0
10453,56.02,13.9,1020.3,50.5,1.0
14442,66.3,9.5,1023.1,67.8,1.0
20402,76.15,21.5,1018.3,33.2,3.0
14323,86.88,7.1,1018.6,58.9,2.0
2903,55.62,9.8,1019.9,54.0,1.0
12089,79.65,3.4,1020.2,81.1,2.0
12677,65.32,6.8,1016.9,73.0,3.0
19672,69.9,14.9,1016.7,77.3,2.0
9635,69.73,14.9,1012.1,83.1,2.0
1753,83.74,23.3,1009.6,73.9,2.0
11226,68.03,16.1,1010.6,82.5,2.0
18738,77.33,15.0,996.4,67.2,2.0
6628,46.74,20.8,1018.2,71.0,1.0
9715,53.51,10.3,1022.8,35.8,3.0
9146,73.87,13.0,1015.1283048687221,75.6,1.0
19014,67.56,13.8,1015.1283048687221,79.1,3.0
10709,64.31,9.3,1022.2,47.8,3.0
10760,79.68,13.6,1010.6,76.2,2.0
11699,84.21,16.3,1015.1283048687221,51.1,2.0
17135,73.62,19.7,1027.8,55.6,5.0
19638,70.82,8.6,1015.1283048687221,55.6,5.0
5678,62.58,19.2,1012.9,57.8,2.0
6693,53.16,11.4,1009.3,75.0,1.0
15450,68.21,17.9,1011.3,68.8,3.0
15085,82.03,17.5,1015.7,76.0,2.0
17640,59.47,10.1,1016.0,78.5,2.0
7378,64.59,16.1,1014.5,86.8,3.0
10263,21.85,17.3,1006.7,100.4,3.0
17337,54.82,17.3,1022.5,48.6,3.0
7838,68.95,17.1,1018.6,67.0,2.0
669,18.34,8.7,1010.9,78.0,1.0
18267,70.14,7.6,1021.0,59.9,1.0
17585,75.32,7.6,1015.1,71.7,1.0
6439,9.82,15.0,1008.1,76.5,1.0
19704,73.83,6.0,1015.3,82.4,1.0
17019,77.56,15.1,1010.3,63.3,2.0
10682,51.82,8.6,1021.9,68.8,3.0
20851,83.01,15.0,1014.4,54.1,2.0
14740,63.34,15.9,1013.3,68.6,1.0
7460,66.76,12.2,1018.8,73.9,1.0
6978,58.24,20.9,1001.6,78.0,3.0
6391,73.11,8.4,1019.7,81.6,5.0
5665,85.25,16.7,1012.8,58.2,2.0
5345,59.28,15.9,1021.5,52.7,2.0
16523,80.92,8.6,1017.0,72.1,2.0
8714,79.49,10.3,1016.4,81.0,1.0
7703,67.23,16.0,1017.5,48.3,2.0
9852,71.17,7.2,1027.1,39.2,2.0
10838,71.97,9.9,1015.1283048687221,66.3,1.0
18995,56.23,8.0,1021.7,47.8,2.0
18405,65.11,7.5,1014.1,41.3,2.0
18107,79.79,11.3,1015.0,73.3,2.0
5320,47.73,10.1,1025.5,41.8,3.0
8789,18.9,11.7,1016.3,53.6,1.0
602,24.87,18.6,1015.0,61.6,1.0
5731,60.09,8.5,1012.6,66.1,3.0
11759,80.07,14.0,1008.5,73.2,2.0
17488,61.62,12.5,1013.6,33.3,3.0
18581,66.38,12.7,1015.3,78.6,3.0
4239,37.1,28.9,1026.8,35.5,1.0
13733,83.1,13.9,1011.5,68.8,3.0
10574,52.69,19.3,1017.8,82.3,1.0
12293,36.45,16.8,1008.4,82.0,1.0
2477,32.8,12.8,1018.0,38.3,1.0
2076,46.73,13.9,1012.6,66.4,1.0
12862,75.34,12.9,1027.1,39.8,2.0
11053,86.01,7.3,1015.1283048687221,61.2,3.0
21306,79.42,19.4,1006.4,74.5,3.0
6738,33.02,15.8,1021.5,73.4,1.0
4061,60.85,7.9,1026.7,56.5,1.0
9201,88.45,18.0,997.3,64.4,2.0
19175,59.72,7.6,1018.5,57.8,1.0
17832,87.06,13.2,1018.8,51.7,2.0
16297,70.02,11.4,1020.9,57.2,3.0
1169,60.63,11.7,1016.1,60.3,1.0
14513,46.91,21.4,1023.9,40.1,3.0
13115,22.46,20.8,1015.1283048687221,93.7,1.0
7123,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
7261,68.75,9.0,1015.1283048687221,77.6,1.0
9026,24.25,19.4,1009.2,85.3,1.0
4273,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
2251,86.47,15.5,1020.0,26.1,3.0
12076,78.58,16.1,1010.6,41.9,7.0
8695,51.15,14.7,1022.5,70.7,1.0
18343,81.57,16.0,1015.6,76.1,2.0
5644,49.99,20.2,1008.9,77.4,1.0
13207,46.97,14.3,1017.5,67.4,3.0
1549,55.08,20.7,1020.0,44.5,3.0
7610,85.42,13.5,1009.1,71.7,2.0
7966,80.45,14.4,1015.1283048687221,77.9,2.0
4519,40.61,17.3,1016.0,72.6,1.0
6209,53.49,19.7,1013.3,68.5,1.0
4663,92.12,8.1,1025.9,30.4,8.0
10327,86.11,8.6,1013.1,53.0,2.0
1392,49.94,15.0,1015.4,42.4,3.0
16065,77.54,15.8,1013.0,78.5,2.0
15526,64.27,19.2,1010.0,80.4,3.0
7538,81.51,7.5,1016.1,73.4,5.0
13323,49.03,24.2,1016.0,65.3,3.0
13467,83.0,18.2,1017.1,40.6,6.0
9500,61.94,6.2,1012.6,81.8,3.0
7858,71.44,15.6,1018.2,57.6,2.0
20970,73.05,17.2,1002.5,72.5,5.0
17949,79.3,13.2,1016.7,74.6,2.0
17053,47.65,14.8,1018.8,49.0,5.0
17872,78.43,11.3,1008.1,33.1,2.0
15139,71.79,7.2,1015.1,66.1,3.0
675,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
6018,76.05,22.8,1020.5,57.0,1.0
20292,75.15,11.9,1012.1,67.3,3.0
15062,68.43,6.3,1015.1,76.3,1.0
5673,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
15824,83.8,11.4,1013.7,77.8,5.0
12180,67.57,14.2,1007.3,56.3,2.0
4802,53.07,11.4,1050.3,70.1,1.0
14026,81.29,10.6,1022.7,67.0,3.0
4911,56.5,21.8,1026.5,39.0,1.0
11262,76.31,8.3,1009.5,39.7,7.0
3649,62.28,12.6,1025.4,51.4,1.0
830,88.14,20.7,1006.8,65.2,2.0
16798,59.0,15.1,1013.6,66.4,2.0
9965,69.63,19.6,1012.1,62.5,1.0
18068,87.77,12.1,1007.4,48.5,2.0
7063,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
10393,61.89,12.5,1013.0,81.6,1.0
12413,77.71,15.8,1010.6,58.0,2.0
17721,42.27,23.0,1007.5,49.2,3.0
17130,59.35,11.1,1021.6,72.0,1.0
15698,61.24,12.8,1008.5,76.8,1.0
16778,79.09,8.9,1014.3,82.6,3.0
10566,57.37,13.9,1028.8,51.3,1.0
6950,44.75,21.6,1011.0,71.8,1.0
20771,51.6,14.6,1015.1283048687221,70.6,1.0
17172,58.21,6.5,1018.5,66.8,1.0
5022,22.14,7.1,1020.0,57.0,1.0
15422,68.76,9.9,1016.7,78.5,1.0
2922,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
14312,83.54,11.8,1006.3,85.2,3.0
5062,57.05,9.7,1022.5,57.2,1.0
13951,53.1,20.7,1011.2,50.1,1.0
15554,52.31,6.5,1021.4,58.0,3.0
14920,52.55,22.2,1013.9,52.1,3.0
2916,86.2,12.6,1012.5,61.7,2.0
17267,57.8,15.5,1019.8,70.5,1.0
15497,42.38,15.4,1018.8,49.9,1.0
16058,88.01,21.8,1009.9,41.5,2.0
17503,72.91,12.6,1013.4,76.9,1.0
1330,64.13,17.1,1016.9,43.3,3.0
2488,59.31,9.3,1014.6,80.9,1.0
18300,57.13,13.5,1019.2,62.3,3.0
400,76.3,22.7,1019.2,41.0,2.0
11143,31.15,10.6,1010.9,65.9,3.0
14196,79.36,15.8,1017.5,50.1,2.0
19576,48.36,34.3,1004.8,47.8,5.0
1085,57.67,23.0,1015.4,46.9,3.0
19737,78.56,10.3,1011.3,79.3,3.0
11898,17.65,9.1,1015.1283048687221,79.7,1.0
4987,72.53,11.2,1015.1,85.6,1.0
11208,66.6,12.3,1011.1,68.8,3.0
20716,61.85,14.1,1020.3,36.5,2.0
16919,73.6,13.3,1010.0,43.8,2.0
20082,61.73,13.2,1013.7,79.3,5.0
15277,77.26,8.0,1013.0,73.4,2.0
12399,56.42,25.6,1014.3,69.5,1.0
16836,72.88,18.2,1023.7,34.9,2.0
14555,77.46,15.5,1020.3,54.2,3.0
13890,67.67,10.2,1013.7,40.4,2.0
10637,78.49,10.3,1016.0,81.8,1.0
13126,64.25,14.6,1011.3,73.3,1.0
21282,43.07,10.4,1019.2,43.7,3.0
11288,67.46,9.5,1025.5,56.4,3.0
3273,43.95,16.0,1022.3,58.7,1.0
2707,68.67,21.1,1000.7,33.0,3.0
15534,78.38,15.0,1018.3,59.2,3.0
17798,62.82,6.8,1018.3,65.1,1.0
9613,47.71,11.1,1033.8,35.3,1.0
11148,82.19,23.6,1017.0,53.5,2.0
1587,70.26,10.3,1013.0,64.3,3.0
4571,56.78,8.6,1025.0,28.0,1.0
4362,36.95,10.5,1032.8,42.9,1.0
16807,63.26,8.1,1017.8,71.0,1.0
11622,65.67,11.4,1020.8,18.6,3.0
9284,73.25,12.5,1013.5,65.1,2.0
14541,40.25,10.5,1010.5,76.7,1.0
2354,73.83,16.1,1015.1283048687221,44.5,3.0
18610,71.31,7.8,1020.1,47.2,3.0
36,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
20890,81.4,16.1,1020.3,34.4,6.0
2651,89.54,5.1,1011.1,65.6,2.0
19047,28.56,14.4,1015.1283048687221,68.5,1.0
20363,45.44,15.7,1016.0,60.6,1.0
8654,55.69,14.2,1019.8,54.6,1.0
17320,47.39,6.8,1017.1,48.2,3.0
14936,52.89,20.9,1019.0,68.5,1.0
10089,63.25,14.8,1005.0,49.7,2.0
2136,33.18,12.7,1013.2,60.6,1.0
3218,50.99,19.0,1012.3,62.6,1.0
10051,62.15,8.9,1015.1283048687221,57.0,1.0
3627,79.91,13.0,1019.6,81.6,2.0
11639,71.56,13.3,1020.4,67.3,3.0
11550,57.59,17.2,1019.1,59.9,1.0
6386,54.96,12.8,1015.6,62.6,3.0
11339,49.49,24.8,1012.1,46.5,3.0
8409,88.6,11.5,1015.1283048687221,48.3,2.0
15000,65.42,13.8,1016.0,78.7,2.0
13034,64.37,12.4,1015.8,79.0,1.0
10250,88.77,11.4,1019.8,71.3,2.0
15267,73.22,11.2,1012.2,81.9,1.0
6441,25.76,13.9,1014.2,82.8,1.0
1878,49.17,13.1,1008.3,45.9,3.0
15721,95.22,0.3,1015.1283048687221,76.9,5.0
365,46.42,13.7,1021.0,55.6,3.0
11677,70.02,6.0,1014.7,81.1,5.0
16492,76.78,10.8,1016.8,46.4,3.0
20233,62.9,30.4,1020.4,32.8,2.0
11461,80.45,10.9,1017.0,74.3,3.0
13193,54.91,13.8,1012.1,72.7,3.0
18005,73.58,13.8,1035.9,35.4,3.0
19347,61.7,9.2,1020.3,53.7,2.0
13230,73.59,21.4,1007.5,59.0,2.0
1351,45.25,9.8,1027.7,51.0,3.0
3601,59.73,7.0,1015.9,30.1,3.0
4569,54.74,10.3,1015.1283048687221,21.2,1.0
9945,77.2,7.9,1014.1,74.4,3.0
3277,75.11,8.6,1019.2,64.4,3.0
6057,16.57,18.2,1010.1,81.9,1.0
18299,61.25,19.2,1018.6,48.9,2.0
3389,88.51,18.2,1012.0,60.3,2.0
3530,55.68,25.3,1011.5,75.2,1.0
1812,76.72,8.0,1021.0,60.1,2.0
7946,70.63,8.8,1017.4,78.6,3.0
8943,65.1,18.1,1026.4,36.4,3.0
20656,85.13,12.3,1011.2,76.3,2.0
9386,73.16,6.2,1014.4,76.1,1.0
17882,50.39,9.7,1015.1283048687221,55.2,1.0
9377,85.14,15.6,1007.6,78.3,2.0
16423,68.73,9.0,1011.4,78.8,3.0
18956,52.97,12.5,1011.0,89.9,1.0
8303,69.34,12.8,1003.5,84.2,3.0
13538,67.76,12.0,1020.2,69.6,3.0
13029,87.23,16.2,1015.1283048687221,76.6,2.0
14120,57.64,11.7,1016.3,51.9,1.0
7883,83.09,7.1,1008.3,45.1,5.0
3893,39.29,19.7,1010.6,73.7,1.0
3980,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
6049,64.76,15.5,1011.8,84.7,1.0
16656,65.28,6.7,1015.3,77.8,1.0
14671,32.66,10.7,1007.0,93.7,1.0
3276,75.48,13.9,1036.6,23.9,3.0
584,19.93,13.9,1010.4,71.6,1.0
11516,43.44,19.5,1006.9,77.9,5.0
12329,58.61,21.9,1004.3,79.5,1.0
14496,75.66,9.8,1015.1283048687221,67.8,3.0
8104,83.62,16.0,1012.8,51.7,3.0
302,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
12695,54.49,14.7,1020.7,31.4,9.0
4962,65.91,9.8,1021.9,73.1,3.0
12517,77.6,9.2,1013.6,71.5,3.0
18427,63.85,19.3,1009.9,87.1,3.0
20781,56.27,11.9,1018.2,66.1,1.0
15846,82.46,15.3,1013.4,76.2,2.0
12051,61.27,19.0,1013.1,59.0,1.0
7152,63.34,15.2,1029.5,42.9,3.0
6630,52.65,15.9,1018.7,68.4,2.0
11216,53.92,24.2,1013.7,48.3,3.0
3288,40.21,11.9,1015.7,50.1,1.0
12895,67.03,7.0,1017.1,74.7,3.0
4844,59.7,6.7,1013.2,40.6,3.0
7126,42.32,17.8,1023.9,46.4,3.0
16372,59.77,11.8,1015.9,57.5,3.0
9910,74.54,14.6,1007.7,77.4,3.0
4729,80.04,8.5,1014.4,67.6,3.0
12805,93.56,14.0,1012.3,50.5,2.0
16342,55.22,22.8,1022.3,38.3,3.0
4082,64.81,10.2,1021.0,31.1,3.0
10755,68.21,10.8,1027.5,42.3,3.0
7329,87.05,10.3,1008.2,66.3,2.0
263,76.17,9.6,1013.5,61.8,3.0
10506,47.21,12.1,1023.2,55.9,1.0
12092,59.09,10.2,1014.3,71.4,3.0
16997,85.6,9.5,1011.4,67.2,2.0
11791,72.0,13.2,1016.1,80.2,2.0
2986,73.71,16.3,1035.7,25.6,1.0
592,72.03,12.0,1013.6,65.0,3.0
15326,77.27,16.8,1007.9,77.0,2.0
8936,79.35,7.5,1019.8,80.2,3.0
20362,40.05,14.6,1027.8,59.4,1.0
7534,59.31,17.2,1014.2,44.8,2.0
20847,42.05,14.8,1011.5,59.0,2.0
13491,78.46,10.1,1026.8,35.9,2.0
11489,59.85,15.1,1019.8,52.8,2.0
13272,38.47,7.0,1016.8,72.7,1.0
11991,70.69,16.8,1013.4,66.1,1.0
7326,89.81,10.1,1012.2,68.8,2.0
21195,66.43,7.3,1010.0,72.5,3.0
15793,78.81,17.4,1030.4,36.0,7.0
16657,77.91,11.4,1013.1,65.9,3.0
8716,47.86,13.2,1016.5,45.7,3.0
1311,64.13,17.1,1016.9,43.3,3.0
15171,66.72,9.8,1013.9,81.4,3.0
15731,60.63,11.5,1016.7,74.8,1.0
1689,50.28,10.3,1016.8,71.8,1.0
15520,70.72,10.2,1012.0,66.7,3.0
14780,85.19,11.7,1007.6,69.4,2.0
12141,89.28,22.6,1006.5,72.8,2.0
9614,52.36,22.9,1017.6,59.1,3.0
4776,24.15,10.2,1015.9,67.7,1.0
5641,57.6,16.1,1011.9,81.8,3.0
4558,69.29,11.9,1020.3,69.9,1.0
7119,69.96,8.9,1024.2,63.3,3.0
10284,43.42,23.3,1022.4,67.5,1.0
10811,50.11,13.0,1032.7,31.6,1.0
15668,86.91,18.6,1008.6,49.6,2.0
6845,51.6,13.9,1015.8,72.8,5.0
4296,35.63,25.4,1015.4,61.7,5.0
10230,72.31,9.4,1022.6,60.6,2.0
5821,55.83,15.9,1012.6,70.4,3.0
18363,43.23,19.1,1012.5,63.5,3.0
16193,59.28,10.3,1013.2,68.1,1.0
18137,63.53,6.4,1015.1283048687221,80.1,1.0
8629,75.67,12.8,1020.5,44.6,2.0
457,11.12,6.9,1011.0,76.9,1.0
524,10.9,21.1,1007.6,91.5,1.0
21223,55.03,19.6,1028.4,35.9,2.0
18311,63.85,16.2,1006.8,44.9,2.0
21358,55.33,11.6,1020.1,70.8,1.0
1399,79.55,11.2,1022.9,38.4,3.0
3919,70.91,10.3,1019.4,38.7,3.0
280,30.51,7.8,1013.2,74.2,1.0
7387,77.0,8.0,1021.2,61.4,3.0
3162,52.58,14.6,1017.7,48.5,1.0
18026,67.89,12.5,1014.4,78.3,3.0
6850,30.79,19.7,1013.3,80.5,1.0
18382,59.0,13.9,1017.4,51.9,7.0
1594,52.56,10.3,1017.9,49.6,3.0
2726,43.83,4.7,1018.4,49.2,1.0
12090,60.78,7.3,1027.3,64.9,1.0
9688,61.16,18.5,1019.0,34.0,2.0
13623,85.67,8.2,1009.5,66.2,5.0
3956,29.23,14.8,1011.3,70.2,1.0
974,26.98,18.5,1016.1,56.9,1.0
12295,71.76,13.7,1014.2,61.0,2.0
12084,66.41,7.3,1017.0,71.7,1.0
13707,77.18,12.6,1012.4,76.6,2.0
12848,65.13,16.4,1012.8,61.1,1.0
15914,68.1,13.3,1015.3,70.6,1.0
15894,39.95,22.5,1015.1283048687221,71.8,3.0
10049,90.8,13.0,1012.1,50.7,2.0
10330,71.85,21.9,996.6,38.6,7.0
16015,71.53,8.6,1021.9,70.5,1.0
11965,71.41,16.5,1013.4,67.8,2.0
18124,68.97,25.1,1019.6,21.8,3.0
16079,72.56,13.3,1017.2,75.7,3.0
1045,11.07,6.3,1011.4,77.1,1.0
10095,75.47,13.9,1034.1,37.6,4.0
14855,71.95,4.0,1015.5,77.1,5.0
10366,67.28,18.7,1004.4,65.5,2.0
18263,45.06,7.3,1017.5,59.1,1.0
21102,50.26,12.8,1026.2,58.2,3.0
18639,88.13,8.4,1014.3,74.4,2.0
11134,64.27,18.8,1016.2,68.2,2.0
4430,83.71,8.7,1024.1,36.0,7.0
18415,77.59,5.8,1016.5,84.1,1.0
11798,34.96,18.5,1006.7,66.7,1.0
10978,77.77,12.0,1013.4,81.1,2.0
9662,52.74,25.8,1009.3,41.5,3.0
20327,63.32,29.9,1007.7,54.2,3.0
20942,62.4,7.1,1023.4,64.7,1.0
8843,80.3,17.2,1010.6,74.2,2.0
11533,87.18,13.6,1014.2,71.0,2.0
10252,64.68,20.3,1007.6,75.2,3.0
13481,65.02,19.5,1015.2,46.6,2.0
18851,74.93,8.1,1022.2,56.2,3.0
6331,35.81,16.1,1014.6,73.5,1.0
14674,92.42,11.2,1014.4,45.8,6.0
7981,75.65,22.7,1006.7,61.3,3.0
9986,83.47,9.1,1011.5,58.5,5.0
17654,48.89,17.5,1025.5,45.3,3.0
8108,72.48,23.7,1011.9,75.8,1.0
19291,80.24,13.1,1008.4,63.9,2.0
3424,46.88,26.1,1011.3,37.0,1.0
10267,77.6,15.6,1014.2,44.2,3.0
15719,65.61,25.4,1005.1,44.1,2.0
13939,86.46,5.5,1017.1,62.2,2.0
8800,70.6,9.3,1017.4,45.0,2.0
1833,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
7861,48.01,9.2,1021.5,45.4,1.0
14054,56.9,12.7,1018.8,71.9,5.0
20773,66.62,8.1,1009.6,73.0,1.0
18191,75.64,14.3,1012.0,69.8,2.0
7392,91.23,7.9,1006.7,56.5,6.0
17106,76.57,10.2,1013.7,78.0,3.0
10980,72.94,15.9,1019.3,36.7,2.0
6597,41.0,15.0,1007.7,86.0,1.0
14530,76.9,15.0,1019.8,55.4,3.0
11564,67.47,12.2,1011.4,78.9,3.0
18989,22.23,32.5,1001.2,86.1,1.0
17108,65.35,19.7,1009.6,78.8,2.0
10909,70.56,9.1,1018.2,60.4,1.0
2531,28.33,10.4,1023.5,61.4,1.0
6933,51.59,25.0,1013.3,79.2,5.0
5031,78.76,34.3,1018.1,17.0,7.0
333,39.12,21.1,1015.5,54.1,3.0
4804,28.19,13.3,1008.4,78.9,1.0
11553,81.27,14.9,1010.8,68.2,2.0
2657,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
13306,67.55,14.3,1015.1283048687221,72.2,2.0
3748,53.81,6.8,1022.2,31.0,1.0
12325,64.96,4.6,1029.2,51.3,1.0
3173,54.14,8.3,1015.2,56.4,1.0
14449,80.09,6.8,1014.3,75.8,3.0
15975,43.31,21.3,1011.8,70.8,3.0
2468,44.18,25.0,1011.2,75.1,1.0
9768,56.59,9.2,1013.9,69.3,1.0
4146,35.18,24.9,1006.4,49.1,2.0
17866,41.75,13.9,1013.0,70.1,1.0
544,62.13,12.5,1016.7,43.9,2.0
6024,68.74,15.6,1004.7,70.4,5.0
16080,75.15,11.2,1014.6,47.6,2.0
228,18.39,12.0,1011.0,68.1,1.0
8574,69.3,9.2,1015.1283048687221,76.3,1.0
6081,26.81,14.4,1008.7,78.9,1.0
16689,66.21,13.7,1005.6,52.3,2.0
15382,59.34,15.0,1027.5,63.9,3.0
21185,62.28042364342921,4.6,1015.1283048687221,76.4,5.0
2165,28.98,10.3,1016.8,48.6,1.0
17194,64.38,6.9,1013.1,84.1,1.0
10236,87.3,14.4,1021.9,39.7,6.0
841,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
13769,82.25,11.5,1011.3,71.3,2.0
19326,75.85,18.9,1012.8,75.4,2.0
9724,66.42,9.2,1015.1283048687221,68.2,3.0
9795,56.32,11.3,1029.2,50.8,1.0
11940,55.79,14.9,1015.1,63.1,1.0
4109,17.02,12.6,1012.1,78.2,1.0
3398,74.92,14.0,1023.0,55.9,1.0
6989,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
3436,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
4621,52.38,15.0,1015.4,65.0,1.0
15498,79.51,10.4,1017.3,73.7,3.0
1646,59.57,11.4,1017.3,50.4,3.0
11093,46.55,13.0,1028.6,60.0,1.0
181,64.13,17.1,1016.9,43.3,3.0
14221,69.02,10.0,1012.0,56.4,2.0
14605,51.91,12.6,1004.9,47.3,1.0
4121,60.52,7.0,1033.8,28.6,7.0
19073,36.01,5.6,1022.0,57.8,1.0
14307,80.28,12.5,1015.1283048687221,60.3,2.0
20065,18.74,25.3,1003.1,72.8,1.0
311,34.0,10.7,1012.3,65.9,1.0
12883,68.42,13.8,1016.0,76.5,3.0
14176,45.52,31.1,1004.2,49.9,2.0
14590,76.23,14.2,1015.7,72.8,2.0
13275,40.87,19.3,1014.2,68.0,3.0
7286,56.95,14.2,1018.9,58.9,3.0
16485,72.69,9.0,1016.5,58.8,2.0
15018,66.07,16.9,1019.4,85.4,5.0
672,90.04,14.2,1009.9,58.8,2.0
20126,85.87,19.8,1015.1283048687221,70.1,2.0
11194,51.36,13.8,1021.4,38.2,3.0
3868,81.06,19.0,1020.3,49.7,2.0
21104,78.4,13.4,1009.5,45.5,2.0
10184,73.04,23.4,1011.2,48.1,2.0
10959,63.43,10.6,1017.7,47.6,1.0
241,47.27,11.9,1016.0,54.1,3.0
11573,79.39,12.9,1018.1,40.7,3.0
1994,63.39,15.8,1024.9,43.7,3.0
19343,61.62,17.2,1024.9,47.1,2.0
8203,77.24,12.1,1016.5,72.6,5.0
12813,50.98,9.2,1009.2,41.0,3.0
16541,70.72,9.2,1023.8,64.3,3.0
19745,61.14,13.3,1020.3,54.7,1.0
6661,48.7,13.9,1016.2,73.7,1.0
2900,90.73,12.3,1020.9,35.7,2.0
5172,62.55,15.7,1014.8,81.3,1.0
19434,76.92,14.7,1015.3,77.6,2.0
10312,71.91,9.9,1011.8,74.6,1.0
12912,62.27,15.2,1013.7,38.1,1.0
20845,56.15,9.5,1011.9,47.4,1.0
18794,62.36,11.1,1013.5,80.3,1.0
13905,81.48,10.2,1018.6,41.4,3.0
17288,42.73,22.8,1009.9,38.0,3.0
4661,69.51,11.9,1009.9,16.1,1.0
13432,83.38,21.1,1013.0,57.0,2.0
19530,72.8,9.7,1032.7,38.5,2.0
260,62.61,8.1,1021.0,53.3,2.0
14298,90.14,6.5,1014.2,40.5,6.0
8450,66.63,34.6,1010.1,45.7,2.0
4361,42.75,10.2,1015.6,61.3,1.0
5562,15.29,37.9,1004.6,62.1,1.0
652,10.51,6.4,1011.4,77.5,1.0
16163,53.01,14.3,1015.1,56.1,1.0
14415,54.95,21.2,1008.5,35.5,2.0
19469,37.89,24.1,1003.7,67.0,5.0
20713,77.97,6.5,1013.6,44.5,2.0
11687,37.95,15.3,1020.4,68.6,1.0
8582,66.27,9.8,1011.3,76.8,2.0
12021,47.01,14.7,1016.9,55.2,1.0
7576,65.86,11.8,1014.9,49.6,2.0
17731,83.92,14.7,1014.7,54.9,4.0
7156,67.88,13.3,1015.1283048687221,64.7,2.0
3350,38.81,19.3,1021.4,50.2,1.0
17601,31.8,8.8,1024.2,60.4,1.0
20456,55.34,14.1,1007.6,56.0,3.0
16521,80.84,11.6,1017.3,82.2,3.0
19271,69.95,5.2,1020.0,76.1,1.0
3502,50.85,14.8,1014.1,72.6,1.0
765,27.46,19.1,1015.8,59.8,1.0
9470,65.27,11.8,1015.1283048687221,47.9,3.0
18093,41.68,21.1,1017.1,56.9,2.0
9317,72.54,5.8,1013.9,79.4,1.0
2969,46.91,17.7,1010.4,31.1,9.0
4767,69.41,14.7,1011.5,58.5,3.0
5117,57.49,7.3,1013.4,59.2,1.0
10809,43.6,14.3,1021.9,54.2,1.0
4081,36.73,17.8,1013.2,64.6,1.0
12812,59.39,12.2,1016.8,54.6,3.0
5628,60.73,21.3,1020.0,46.5,3.0
8710,78.35,9.5,1018.1,83.3,3.0
20759,59.34,14.6,1028.3,39.7,2.0
409,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
11772,32.49,12.2,1025.0,48.6,1.0
11604,73.07,7.5,1006.9,34.1,2.0
20644,78.62,9.3,1017.3,72.4,2.0
4444,37.69,17.0,1009.8,69.8,1.0
19246,74.11,18.8,1015.9,53.4,2.0
473,11.12,6.9,1011.0,76.9,1.0
15017,72.71,20.1,1010.2,63.6,5.0
8237,69.11,25.2,1003.9,57.8,2.0
14897,83.74,9.9,1017.0,42.6,6.0
7001,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
337,46.97,10.3,1020.6,70.1,1.0
17272,67.95,11.1,1020.7,75.6,1.0
8925,58.79,18.8,970.5,56.8,1.0
13504,40.24,20.2,1007.6,84.7,1.0
8388,71.21,18.9,1002.8,77.8,2.0
9145,89.73,12.5,1021.8,45.0,2.0
11451,84.1,11.4,1014.7,77.1,2.0
16317,74.51,11.0,1023.4,47.2,3.0
895,86.43,17.3,1006.3,66.3,2.0
7852,60.92,11.0,1013.9,68.2,1.0
15196,65.84,10.3,1019.5,76.4,3.0
9244,76.62,9.6,1014.7,45.9,2.0
17330,90.65,13.2,1018.7,45.8,2.0
463,43.62,16.9,1013.4,65.1,1.0
11046,72.67,13.8,1009.5,77.5,2.0
10024,37.8,33.7,1015.1283048687221,68.3,1.0
13601,65.75,12.5,1019.3,56.9,1.0
8038,49.02,17.8,1011.2,63.5,3.0
18539,44.44,14.4,1011.9,72.1,1.0
8169,44.46,14.0,1015.1283048687221,45.5,2.0
13822,37.91,15.2,1024.3,49.8,1.0
9240,89.42,15.6,1018.4,70.3,2.0
21273,74.29,14.0,1023.0,49.0,2.0
6289,59.47,15.2,1017.2,68.2,3.0
5266,74.26,18.2,1014.9,58.2,3.0
2597,59.73,7.0,1015.9,30.1,3.0
7556,47.21,8.6,1018.7,69.1,3.0
15920,79.12,7.1,1014.1,47.6,2.0
7224,82.25,13.7,1003.3,56.7,2.0
8105,64.95,12.9,1015.1,55.0,2.0
