,humidity,windspeed,pressure,temp,conditions
6763,86.03,9.7,1015.3,61.1,6.0
15877,64.21,14.6,1018.9,57.9,3.0
19701,62.3,7.6,1018.5,74.7,2.0
9605,83.24,6.0,1013.3,74.0,2.0
19049,69.23,20.8,1023.5,43.7,1.0
5429,41.34,24.6,1009.8,69.5,1.0
17096,52.56,5.9,1022.9,67.6,1.0
18732,65.85,11.4,1014.8,77.3,1.0
17236,75.57,19.9,1007.8,61.6,2.0
4887,50.85,14.8,1014.1,72.6,1.0
9869,63.63,10.8,1015.1283048687221,42.5,2.0
12887,74.09,8.0,1014.7,79.0,3.0
14511,94.64,18.1,1002.6,58.9,2.0
1829,35.7,17.4,1008.3,63.1,1.0
19915,45.56,13.6,1015.3,54.6,3.0
8509,46.34,14.7,1022.2,43.1,3.0
7099,49.54,21.9,1014.8,80.6,1.0
7022,43.27,14.1,1015.4,75.4,1.0
11748,72.99,6.7,1015.1,79.9,5.0
4521,71.68,11.9,1022.9,75.1,1.0
16685,84.37,15.8,1015.8,51.7,2.0
19021,77.33,14.1,1016.7,43.3,3.0
20257,50.69,15.4,1020.3,52.5,3.0
16383,81.28,27.1,1015.1283048687221,55.2,2.0
12616,16.19,14.0,1007.5,88.1,1.0
2520,50.76,19.7,1011.8,48.5,1.0
8872,63.36,12.6,1015.1,79.8,1.0
7662,56.45,7.6,1024.0,64.0,3.0
6515,32.46,15.0,1010.9,80.4,5.0
12245,67.71,8.2,1015.9,80.7,1.0
2174,56.31,11.4,1013.2,75.0,3.0
9432,40.77,14.7,1023.5,30.4,3.0
2107,90.14,14.7,1013.9,33.2,7.0
10425,67.82,15.5,1008.1,72.6,5.0
11279,71.43,9.3,1012.9,68.3,3.0
11026,13.9,21.9,1003.2,93.5,1.0
8113,75.67,9.7,1011.3,79.6,1.0
13111,72.19,13.7,1017.3,45.7,3.0
7416,69.58,10.7,1019.0,42.6,3.0
157,53.27,27.1,1016.2,46.6,2.0
21165,73.23,14.1,1015.4,56.0,2.0
5797,57.03,13.3,1002.8,79.5,1.0
16251,89.82,9.1,1017.7,73.9,2.0
361,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
18394,70.22,22.3,1008.5,83.2,2.0
14556,61.62,10.9,1016.2,48.8,3.0
18589,73.21,14.4,1014.8,76.9,2.0
13384,48.08,14.4,1013.1,59.1,3.0
6336,46.29,31.1,1012.0,70.6,1.0
10259,34.71,12.5,1015.1283048687221,64.8,1.0
5513,50.41,24.3,1008.5,61.5,2.0
9102,68.84,11.3,1015.1,70.3,2.0
16692,50.16,16.5,1015.7,74.3,2.0
2529,60.06,6.9,1024.5,46.7,1.0
16677,86.41,12.1,1012.0,67.9,2.0
16198,56.63,15.5,1018.9,66.3,3.0
16375,85.55,4.7,1014.9,78.1,2.0
13980,81.44,9.7,1012.7,79.5,2.0
2815,40.57,12.2,1022.2,53.2,1.0
6601,24.34,15.4,1011.5,78.9,1.0
5992,25.12,21.9,1011.1,86.8,1.0
4309,72.63,20.1,1013.9,83.1,3.0
19734,50.31,9.0,1022.1,64.7,1.0
5850,30.61,12.6,1014.5,67.4,1.0
7684,83.75,7.7,1022.4,65.3,3.0
14360,74.53,13.3,1008.4,79.5,2.0
1066,19.93,13.9,1010.4,71.6,1.0
326,56.99,12.8,1018.5,52.1,1.0
19503,54.39,11.1,1026.8,41.3,3.0
21382,87.79,12.5,1016.3,76.3,2.0
14419,86.66,10.7,1015.1283048687221,33.4,2.0
14860,60.31,11.7,1010.6,73.2,1.0
8418,74.26,9.3,1014.3,74.5,5.0
5980,34.15,20.8,1005.7,75.6,1.0
14121,73.78,11.4,1020.9,65.0,2.0
4068,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
20428,68.64,12.8,1015.2,44.3,2.0
16615,91.15,7.7,1012.4,71.4,2.0
3619,34.6,12.6,1016.0,81.2,5.0
5926,54.27,10.7,1019.3,50.3,3.0
5318,51.77,8.0,1029.0,43.3,1.0
21112,68.15,15.8,1008.8,57.9,2.0
7783,89.96,20.4,1018.9,78.3,2.0
3510,41.0,18.3,1025.8,30.1,3.0
252,43.72,11.0,1020.3,63.4,1.0
12052,60.27,22.6,1012.3,39.3,3.0
9107,91.34,11.3,1012.8,74.4,2.0
7601,73.61,19.1,1011.3,81.6,2.0
4044,29.24,20.8,1015.1283048687221,77.7,1.0
5103,66.26,20.8,1012.9,65.7,2.0
14986,41.96,27.1,1009.5,47.4,3.0
8899,80.45,23.7,1004.8,80.9,2.0
16704,80.77,16.0,1010.8,60.5,2.0
15529,67.42,12.1,1016.1,74.6,1.0
4851,38.53,13.8,1019.3,63.7,1.0
11224,29.21,14.6,1017.3,51.8,1.0
1550,47.89,11.1,1030.1,24.2,1.0
17260,66.54,15.4,1018.2,42.5,1.0
14367,67.83,13.4,1021.1,52.1,3.0
4197,27.8,27.3,1009.9,75.1,1.0
9897,81.96,12.9,1004.6,77.5,2.0
3975,61.8,15.4,1022.9,34.8,3.0
10025,57.11,7.3,1018.2,60.2,3.0
11467,79.62,16.6,999.9,53.2,2.0
7756,71.78,9.7,1025.5,52.2,3.0
15583,74.15,14.7,1009.6,82.4,3.0
15624,47.82,13.0,1013.6,39.7,3.0
12860,77.36,9.8,1011.0,45.2,2.0
1187,89.28,15.0,1009.7,59.3,2.0
3052,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
889,66.54,24.2,1016.1,43.0,2.0
18802,47.61,14.5,1004.5,68.4,1.0
3206,17.97,15.0,1011.8,76.2,1.0
19614,82.86,9.1,1013.6,58.9,3.0
18717,79.85,11.9,1023.4,66.2,3.0
11243,75.78,8.4,1015.6,70.5,3.0
15879,71.41,8.9,1015.1283048687221,45.1,3.0
5923,89.74,9.1,1007.1,59.2,2.0
20270,80.31,25.4,1027.2,31.0,7.0
11225,46.41,18.2,1012.4,78.3,1.0
10113,62.57,10.0,1015.4,40.3,1.0
9269,62.55,9.7,1013.0,82.0,3.0
10444,57.87,17.9,1016.1,49.0,2.0
4637,59.91,15.6,1024.7,27.7,1.0
9939,86.41,30.9,1018.7,74.9,2.0
14127,37.64,10.1,1012.9,45.3,1.0
6346,37.75,10.4,1012.0,85.2,1.0
16089,68.99,25.3,1021.5,46.2,2.0
7347,36.77,11.4,1015.1283048687221,89.1,1.0
12713,31.62,18.3,1014.0,68.4,1.0
15421,72.79,16.5,1010.4,79.1,3.0
16651,71.24,10.9,999.8,27.8,1.0
2703,27.82,12.8,1017.0,61.5,1.0
10908,64.61,13.8,1015.6,82.1,3.0
17511,56.37,12.9,1023.9,51.3,3.0
5076,61.2,7.1,1029.1,51.6,1.0
19735,43.74,20.5,1013.3,53.3,3.0
15041,57.8,7.5,1033.2,51.2,3.0
5478,62.4,16.3,1018.8,63.6,3.0
14645,60.62,2.8,1015.1283048687221,81.1,1.0
7070,33.07,20.8,1013.0,71.2,1.0
5928,54.01,10.2,1019.5,50.7,3.0
16455,69.22,21.8,998.1,43.7,2.0
21140,77.14,17.3,1014.6,81.5,1.0
8565,99.66,9.2,1013.6,56.8,6.0
14483,95.79,4.7,1015.1283048687221,66.4,2.0
11119,50.86,13.4,1016.6,70.6,1.0
543,46.02,13.3,1013.2,69.1,1.0
10896,80.32,11.2,1013.8,74.0,2.0
1586,43.55,17.2,1016.4,51.6,3.0
2961,50.26,13.4,1023.5,45.9,1.0
19670,77.21,13.8,1008.0,53.8,3.0
10328,66.72,17.8,1002.3,78.9,2.0
14320,62.63,12.6,1023.6,55.8,3.0
9024,90.3,14.1,1019.7,54.2,2.0
21147,56.58,7.7,1022.6,59.2,1.0
3246,80.06,12.2,1020.5,54.5,2.0
11554,55.02,10.1,1012.7,71.9,2.0
4945,77.45,19.9,1000.7,4.1,3.0
16988,62.03,8.4,1017.5,78.3,1.0
14721,66.94,8.6,1012.9,80.9,3.0
4324,74.64,9.9,1010.2,80.4,3.0
416,72.5,15.6,1015.4,80.9,2.0
19251,86.08,12.3,1011.7,66.5,2.0
14097,59.57,12.6,1011.9,53.9,3.0
9953,78.79,15.1,1006.8,72.1,2.0
6932,37.51,25.1,1012.2,79.0,1.0
14465,77.49,8.6,1017.1,70.3,2.0
19485,80.03,15.9,1017.6,79.3,2.0
3387,81.92,11.1,1028.7,41.9,3.0
5832,92.08,12.7,1009.9,67.0,2.0
17455,54.48,14.4,1016.7,63.6,1.0
6696,56.18,8.1,1018.5,69.0,2.0
12659,72.02,12.4,1015.2,68.0,3.0
8617,90.1,5.8,1012.3,65.2,2.0
6599,45.68,15.3,1009.2,79.6,5.0
19508,88.38,11.2,1012.7,46.0,6.0
20429,59.11,10.3,1033.2,28.4,1.0
8494,69.91,7.5,1018.0,60.9,3.0
18353,66.14,10.0,1023.6,40.1,2.0
7564,65.79,11.4,1009.8,65.1,2.0
20106,72.15,16.7,1024.3,53.2,1.0
8041,30.87,7.8,977.0,65.4,1.0
7793,35.16,21.8,1010.2,87.7,1.0
18048,83.22,13.4,1021.0,57.5,2.0
17457,63.76,10.9,1014.7,73.3,2.0
18513,33.89,15.0,1003.7,51.9,3.0
18756,22.8,27.0,1007.1,87.7,3.0
850,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
8048,72.43,7.9,1011.9,81.5,3.0
647,24.65,15.8,1012.2,62.8,1.0
10340,68.77,12.6,1017.0,72.2,2.0
11294,89.2,17.2,1016.9,49.7,2.0
11063,83.23,20.9,1023.1,37.2,3.0
20112,65.69,5.1,1010.5,43.2,3.0
17942,94.26,11.0,1020.2,54.5,6.0
7566,66.84,11.4,1025.1,56.3,5.0
9097,82.93,11.6,1015.1283048687221,76.3,2.0
14354,91.02,8.2,1026.2,47.2,2.0
12632,72.48,11.1,1017.7,77.4,5.0
4820,55.2,18.2,1007.6,63.8,5.0
8558,65.02,23.0,1020.0,65.3,3.0
15059,87.25,9.7,1027.1,43.1,2.0
18216,69.01,9.1,1015.1,71.8,1.0
6566,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
5929,37.67,8.6,1012.2,73.9,1.0
13558,76.07,17.1,1014.9,58.9,3.0
15929,64.08,7.6,1019.0,78.8,1.0
8380,88.95,5.4,1021.3,46.5,2.0
2341,37.11,23.0,1015.0,61.3,1.0
6846,16.85,21.8,1010.8,86.8,3.0
12491,64.67,9.6,1011.3,85.0,1.0
19975,36.24,11.6,1011.7,73.0,1.0
346,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
14887,83.31,9.1,1022.9,64.6,3.0
4123,85.06,10.4,1018.4,43.0,3.0
14452,86.16,9.5,1020.9,38.6,3.0
8060,79.03,6.9,1012.2,75.1,2.0
17768,57.84,17.8,1009.3,76.1,3.0
20572,74.13,10.4,1010.0,69.9,5.0
6733,53.89,11.4,1016.5,69.1,5.0
15315,72.07,14.8,1020.8,66.4,3.0
637,31.11,16.1,1012.9,75.7,1.0
11372,63.69,10.9,1015.9,79.7,1.0
6516,79.1,13.5,1015.7,76.4,2.0
15867,53.28,21.5,1015.9,55.2,3.0
11392,72.92,18.1,1006.3,75.1,2.0
927,83.89,12.2,1009.2,75.5,2.0
195,59.35,20.1,1017.0,47.4,2.0
11377,82.34,8.3,1015.9,40.2,6.0
18071,74.23,12.0,1025.6,41.3,2.0
17220,52.94,25.0,1029.6,28.5,7.0
8592,86.97,15.2,1014.6,77.3,2.0
21056,87.86,7.5,1019.7,61.9,2.0
17424,77.14,10.2,1012.3,76.0,2.0
4012,65.47,6.1,1010.6,9.1,3.0
9502,83.72,10.3,1012.7,45.9,2.0
6822,35.45,11.1,1015.1,73.8,1.0
14786,77.47,13.9,1014.5,60.8,3.0
4638,37.05,10.6,1021.8,58.5,1.0
1347,64.13,17.1,1016.9,43.3,3.0
1751,84.9,17.1,1011.5,76.2,6.0
4454,68.88,13.3,1024.2,38.2,2.0
14346,64.81,9.2,1014.9,76.0,1.0
8286,58.07,10.4,1018.7,47.5,1.0
19228,90.58,16.9,1003.5,61.3,2.0
18062,66.5,8.7,1016.0,52.7,1.0
10019,90.74,7.8,1014.9,61.6,5.0
13942,61.14,6.5,1024.2,67.2,1.0
8664,82.03,13.9,1006.9,43.2,2.0
14700,82.34,11.9,1010.5,47.0,2.0
6710,38.48,13.7,1008.6,87.8,1.0
20317,66.33,8.0,1025.3,39.4,2.0
10489,84.04,16.7,1008.4,66.8,2.0
13708,67.23,23.6,1014.5,53.0,2.0
1316,41.53,12.8,1021.3,59.3,5.0
21092,40.32,15.5,1017.1,53.6,1.0
2849,75.58,9.4,1018.7,44.9,3.0
3912,84.27,11.1,1023.2,27.2,7.0
4452,57.68,9.3,1022.5,57.6,1.0
18290,46.72,20.4,1010.4,53.3,3.0
21122,48.79,14.5,1010.5,74.7,3.0
11331,52.77,11.8,1015.8,59.8,3.0
17641,66.44,4.4,1018.7,64.4,1.0
20034,61.72,12.8,1020.9,60.6,2.0
6724,52.81,10.3,1014.6,71.4,1.0
7263,88.41,13.9,1011.4,73.5,2.0
3859,19.65,16.3,1014.5,78.6,1.0
17821,77.19,10.4,1016.3,80.0,5.0
14933,42.22,8.1,1015.9,57.5,3.0
19036,87.76,12.6,1016.3,54.1,3.0
6329,56.35,15.3,1006.8,69.3,1.0
10191,47.83,10.1,1019.2,63.5,1.0
6379,30.09,20.9,1013.2,76.2,1.0
14604,66.06,13.2,1007.3,69.4,2.0
9573,65.76,9.9,1017.7,86.4,5.0
19396,63.43,8.3,1015.2,76.2,1.0
16893,73.42,19.4,1013.7,69.8,1.0
6088,59.5,15.2,1008.2,79.5,1.0
529,18.32,12.0,1011.0,68.1,1.0
4192,91.32,5.7,1029.5,23.2,3.0
2830,89.62,23.0,1007.9,13.6,8.0
9849,69.63,9.2,1010.3,69.5,3.0
5153,40.78,12.6,1012.0,74.5,1.0
19210,59.86,9.2,1017.0,58.6,1.0
9127,80.83,11.7,1015.3,68.6,1.0
6902,48.22,5.7,1011.6,74.1,1.0
20366,47.24,12.4,1016.5,65.4,3.0
19301,78.42,4.6,1014.4,78.1,1.0
3940,74.78,14.6,1015.9,83.0,5.0
19590,72.62,17.3,1007.7,62.7,2.0
2475,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
8662,81.65,14.3,1012.6,80.6,2.0
11141,81.04,8.1,1015.1283048687221,78.7,1.0
6216,31.05,10.9,1010.9,75.9,5.0
2379,74.58,17.1,1036.1,24.8,1.0
1577,39.39,25.0,1019.0,41.3,1.0
15115,75.39,13.8,1010.4,78.5,2.0
11608,78.71,16.8,1016.9,41.0,2.0
1248,61.66,12.9,1016.7,44.4,2.0
13682,84.51,9.9,1026.5,36.4,2.0
9830,58.01,13.6,1015.1283048687221,66.4,1.0
19432,62.08,28.8,1003.3,48.6,2.0
21193,32.37,14.8,1012.7,72.9,5.0
20398,70.74,11.2,1020.3,57.6,2.0
4346,62.57,11.0,1019.3,54.5,3.0
8340,94.7,15.9,1015.1283048687221,62.1,2.0
18483,80.69,10.6,1014.9,58.3,3.0
20968,74.33,9.9,1011.3,80.9,1.0
3730,77.46,13.9,1014.1,37.7,2.0
2905,69.51,11.9,1009.9,16.1,1.0
1709,71.8,15.0,1016.6,82.5,3.0
653,88.19,12.0,1009.7,50.6,4.0
9701,60.46,7.3,1013.2,47.3,3.0
1563,37.67,8.6,1012.2,73.9,1.0
2727,58.72,5.3,1025.1,58.2,1.0
16210,73.59,17.7,1011.9,55.1,2.0
19382,68.17,15.7,1016.7,65.3,3.0
1394,80.35,10.0,1022.9,38.2,3.0
21317,84.92,14.2,1004.3,48.7,2.0
7645,51.33,8.9,1030.8,39.5,2.0
6260,53.63,23.3,1014.2,77.9,1.0
12397,71.14,11.9,1010.7,78.4,2.0
5573,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
727,64.13,17.1,1016.9,43.3,3.0
10800,48.95,14.2,1025.2,40.0,3.0
1402,64.13,17.1,1016.9,43.3,3.0
8568,49.93,11.8,1020.4,37.8,1.0
7705,64.96,11.2,1024.8,66.7,3.0
16387,80.34,13.2,1014.0,80.8,3.0
7945,49.8,9.1,1024.5,58.0,1.0
6760,26.35,10.6,1009.3,79.1,1.0
6275,90.58,21.9,1003.1,47.6,6.0
4095,70.0,12.9,1025.9,33.5,7.0
13266,44.13,14.8,1010.1,71.1,1.0
16411,43.12,15.8,1019.4,38.7,3.0
11463,70.94,11.2,1021.1,33.9,7.0
11349,83.06,12.4,1023.4,42.6,6.0
87,76.4,14.3,1008.8,79.7,2.0
546,22.9,9.2,1019.1,63.5,1.0
17921,88.02,18.4,1006.9,56.0,2.0
14548,51.33,14.8,1014.1,53.7,3.0
14081,64.55,11.2,1018.8,74.4,1.0
7317,76.19,21.5,1015.2,31.3,7.0
6185,74.38,9.5,1014.4,50.8,2.0
13988,77.84,8.8,1009.5,74.7,5.0
4606,59.65,28.4,1010.2,58.6,1.0
12422,21.92,23.6,1010.4,85.7,1.0
5547,94.15,27.1,1018.7,27.4,8.0
18032,71.79,13.9,1018.6,40.6,2.0
21247,87.33,6.4,1015.9,63.2,2.0
12432,55.07,17.0,1017.2,71.5,3.0
5143,39.26,8.5,1023.1,55.3,1.0
13184,79.36,9.0,1010.3,74.0,2.0
1111,37.19,15.8,1016.2,54.7,1.0
12142,25.45,11.6,1008.6,77.0,1.0
5336,49.34,17.7,1017.8,56.5,1.0
4168,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
20263,45.52,16.0,1009.9,79.5,1.0
7988,75.51,11.0,1016.8,80.8,1.0
1261,84.88,15.6,1012.0,59.2,2.0
9353,52.34,16.1,1016.5,53.1,1.0
1692,85.35,8.7,1010.3,76.0,2.0
6434,53.23,17.2,1012.9,70.9,5.0
3375,21.65,10.3,1008.8,94.5,1.0
17207,56.45,15.3,1013.9,64.0,1.0
6106,65.22,23.4,1013.0,73.3,2.0
2589,23.15,10.2,1015.5,77.0,1.0
14379,48.06,28.9,1003.7,75.4,2.0
3659,74.91,18.5,1032.5,37.5,2.0
10626,37.72,41.4,1017.4,59.5,3.0
11292,56.36,12.3,1008.0,86.1,1.0
17853,69.63,9.3,1016.1,84.7,3.0
10549,32.11,20.8,1015.2,70.8,1.0
13564,68.92,11.0,1011.8,81.8,1.0
4849,53.11,18.0,1018.6,50.4,2.0
9591,52.7,23.6,1011.7,53.0,2.0
12476,54.34,10.7,1017.7,67.3,2.0
3550,19.15,11.4,1013.4,77.2,1.0
698,64.13,17.1,1016.9,43.3,3.0
19750,49.93,15.3,1025.0,54.9,3.0
19027,62.88,10.0,1009.2,70.3,1.0
2734,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
3966,69.8,14.7,1011.9,42.3,2.0
16702,35.34,28.9,1008.3,79.1,1.0
17428,83.15,13.3,1007.2,68.8,5.0
14983,86.77,19.3,1021.2,32.7,2.0
16314,49.16,13.5,1019.8,42.8,3.0
14781,69.92,16.6,1013.9,79.3,2.0
3887,59.26,8.3,1008.3,41.0,1.0
9392,60.77,8.7,1011.2,79.5,5.0
4534,60.13,18.7,1009.5,68.0,1.0
2968,50.19,20.8,1013.1,72.4,5.0
17228,67.1,17.4,1024.9,77.4,3.0
4428,49.85,13.2,1008.0,46.2,1.0
4498,35.27,5.1,1023.9,48.0,1.0
12315,58.88,17.4,1014.0,61.0,3.0
19259,43.18,13.4,1029.4,30.4,1.0
17994,69.26,13.0,1013.0,75.4,2.0
2685,45.19,20.7,1013.2,69.9,3.0
2914,82.27,21.2,1019.8,28.8,7.0
7352,61.47,11.4,1016.3,57.7,3.0
13624,76.19,7.4,1015.1283048687221,71.6,1.0
6431,87.21,10.4,1019.9,73.1,2.0
18805,75.83,16.3,1006.3,56.3,3.0
1068,16.75,9.8,1011.1,78.3,1.0
6312,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
10785,57.17,17.3,1006.1,81.7,2.0
11891,78.42,15.0,1019.9,72.4,2.0
18551,28.84,15.8,1012.1,76.6,1.0
7333,36.68,28.4,1011.3,62.4,5.0
4975,20.14,19.7,1007.2,74.9,1.0
1579,64.13,17.1,1016.9,43.3,3.0
8730,72.14,16.7,1011.6,74.1,3.0
8469,90.09,4.7,1024.5,52.4,2.0
1016,10.28,7.2,1011.4,77.6,1.0
9796,56.17,16.7,1024.0,71.9,3.0
4164,54.03,18.0,1012.7,79.1,1.0
13631,75.85,9.0,1018.6,60.3,3.0
6248,28.64,21.3,1004.9,78.1,1.0
3285,77.78,10.0,1015.9,66.8,3.0
15998,85.54,15.1,1017.8,79.3,2.0
7391,92.46,29.2,1000.8,43.6,6.0
2388,73.28,11.3,1014.5,35.7,2.0
20356,94.09,11.9,1006.5,63.9,5.0
4789,21.03,11.7,1013.3,68.5,1.0
18895,12.97,11.1,1004.4,96.6,3.0
3009,50.59,17.8,1008.7,46.5,1.0
8078,40.94,17.2,1014.5,57.3,1.0
4848,58.86,16.0,1012.3,38.5,1.0
16322,82.96,12.7,1013.9,49.2,2.0
11108,89.02,10.5,1018.3,79.0,1.0
18579,83.5,17.1,1020.4,33.6,6.0
15771,46.95,13.3,1035.4,35.9,1.0
9179,23.27,7.4,1014.5,76.0,1.0
6167,30.64,13.9,1009.7,77.8,1.0
10462,86.92,5.8,1010.4,60.8,3.0
17035,81.13,16.1,1017.3,79.7,2.0
11282,24.48,19.7,1004.3,75.4,1.0
14577,80.2,9.1,1022.4,68.4,3.0
126,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
2256,45.38,19.2,1019.5,39.2,1.0
3040,48.27,12.0,1016.7,38.3,1.0
17948,57.5,21.2,1007.4,47.6,3.0
19005,49.34,21.9,1019.1,54.2,1.0
53,47.3,26.4,1015.5,51.2,3.0
17159,60.99,12.7,1023.0,49.1,1.0
13997,95.87,8.2,1015.1283048687221,73.6,1.0
8348,28.32,28.4,1008.2,65.8,1.0
14617,67.16,20.3,1008.5,55.4,2.0
9136,66.31,13.1,1025.3,48.9,3.0
16868,76.94,12.6,1019.0,74.8,2.0
12220,55.11,8.9,1015.4,67.8,1.0
3225,65.24,12.7,1015.1283048687221,38.3,3.0
15276,44.66,16.5,1019.0,47.3,3.0
5561,17.41,17.2,1007.5,77.5,3.0
14197,70.81,10.3,1017.6,51.3,3.0
285,45.62,13.9,1020.8,51.4,1.0
8506,63.54,10.1,1018.6,68.2,1.0
3327,77.55,14.0,1026.6,30.0,4.0
1721,16.84,18.2,1014.5,59.3,1.0
13256,69.78,17.4,1009.4,70.9,2.0
4554,83.38,12.1,1023.0,13.3,3.0
680,63.83,13.1,1022.4,59.9,3.0
10671,78.44,17.5,1017.8,40.6,2.0
977,10.02,7.3,1011.3,75.0,1.0
10152,49.95,20.4,1017.5,69.5,1.0
5932,81.63,12.3,1017.5,74.2,2.0
7954,78.88,7.3,1011.4,39.5,2.0
14201,60.64,16.3,1012.6,71.6,1.0
19866,73.07,8.0,1014.3,43.4,3.0
9717,52.79,9.1,1007.7,67.5,2.0
2723,63.24,13.9,1027.5,35.7,1.0
17341,72.76,9.0,1013.6,81.1,2.0
2759,38.42,17.2,1014.7,34.8,3.0
3883,37.4,21.9,1005.8,52.0,1.0
15747,59.09,13.9,1013.2,71.9,2.0
4154,55.57,25.5,1009.0,48.5,1.0
1681,9.69,7.5,1011.5,72.6,1.0
11422,98.06,9.2,1016.6,62.2,6.0
11883,80.51,8.7,1009.0,61.3,2.0
7195,92.85,21.9,1007.7,64.1,2.0
10083,75.17,6.1,1017.7,76.5,2.0
11621,75.41,9.0,1012.4,76.2,1.0
13150,74.39,15.4,1019.6,69.2,4.0
17963,46.02,10.5,1024.4,42.3,3.0
6993,20.13,24.1,1008.2,97.6,1.0
779,11.12,6.9,1011.0,76.9,1.0
2425,39.27,19.5,1016.4,59.7,1.0
15551,66.19,17.8,1013.1,79.0,3.0
13104,61.45,12.7,1008.4,36.7,3.0
17414,85.97,10.6,1015.4,44.4,3.0
18335,60.03,19.0,1016.8,45.9,2.0
17549,46.9,14.3,1017.3,65.2,2.0
6905,20.06,16.9,1017.2,79.3,1.0
14627,87.47,17.2,1016.9,78.3,2.0
16891,77.75,19.5,1015.1283048687221,77.6,2.0
5422,40.15,18.7,1006.0,67.1,1.0
13134,84.39,10.6,1016.1,61.4,2.0
15565,72.51,12.1,1012.3,55.5,4.0
19663,55.38,8.7,1011.6,69.6,1.0
1344,64.13,17.1,1016.9,43.3,3.0
2634,77.12,7.8,1013.6,73.9,1.0
11620,75.85,12.7,1015.7,80.3,2.0
3297,55.87,26.4,1014.5,43.0,3.0
4551,79.85,7.9,1012.2,80.0,3.0
2478,87.57,18.6,1015.1,28.0,7.0
7867,39.46,6.7,1022.0,29.0,1.0
13556,71.88,13.3,1014.1,73.0,1.0
14088,42.3,17.2,1012.9,44.7,3.0
14610,68.23,12.7,1010.4,69.2,2.0
10130,62.9,13.8,1018.0,73.1,1.0
10576,80.61,13.3,1012.2,83.5,3.0
9740,48.16,11.1,1019.7,58.8,3.0
607,26.17,15.1,1014.5,60.9,1.0
19342,77.51,10.3,1017.3,74.8,2.0
716,59.35,20.1,1017.0,47.4,2.0
14014,82.65,7.8,1016.7,77.2,2.0
8556,23.69,25.7,1012.3,77.0,3.0
8062,80.63,13.2,1015.0,68.4,2.0
17633,81.47,12.5,1020.5,50.2,2.0
9439,35.83,21.8,1013.3,63.3,1.0
14549,94.82,11.3,1010.3,73.0,2.0
1335,52.22,10.4,1019.0,66.4,1.0
15815,64.9,5.4,1023.6,70.0,1.0
14073,91.6,18.8,1012.2,56.4,6.0
12738,86.32,19.2,1026.6,29.3,7.0
8492,52.23,16.7,1014.8,64.1,3.0
5446,84.78,14.4,1019.1,77.0,2.0
10196,79.01,12.9,1009.8,58.4,2.0
2067,39.49,17.3,1010.9,77.9,1.0
11388,73.14,10.5,1017.6,75.8,1.0
11750,81.81,18.5,1000.9,54.2,2.0
15832,79.13,15.4,1019.6,44.0,2.0
7735,69.41,8.7,1016.3,81.5,3.0
1439,64.45,15.1,1029.3,64.3,3.0
15762,67.78,11.1,1018.9,76.2,1.0
1355,72.0,11.4,1015.8,81.4,5.0
4966,66.07,24.4,1020.8,45.5,2.0
4034,68.03,5.3,1032.3,32.8,1.0
12707,63.75,13.9,1019.9,56.6,2.0
1418,25.67,15.0,977.2,58.7,1.0
6637,34.26,7.7,1010.7,83.3,1.0
17348,49.3,20.9,1012.8,68.9,1.0
9292,20.61,20.8,1009.7,71.5,1.0
9281,61.97,10.7,1008.3,59.0,1.0
9075,85.8,5.3,1015.1283048687221,70.5,2.0
4731,29.95,10.1,1011.6,74.7,1.0
21391,45.47,10.8,1015.1283048687221,50.8,1.0
13443,74.21,7.5,1012.7,68.7,3.0
1794,14.83,13.6,1008.6,85.7,1.0
19423,54.13,11.5,1008.7,63.0,5.0
14750,65.08,7.3,1015.1283048687221,73.5,1.0
7397,53.34,26.8,1003.6,86.7,1.0
10934,71.4,11.8,1016.4,69.1,3.0
14116,67.2,12.8,1015.2,72.5,3.0
4556,55.87,26.4,1014.5,43.0,3.0
12464,51.38,8.4,1019.2,47.1,1.0
20581,83.7,12.7,1018.3,78.1,5.0
18004,75.94,15.8,1007.4,72.2,2.0
15067,53.87,19.0,1018.9,44.0,2.0
21380,79.59,8.7,1013.3,57.6,3.0
2538,57.27,6.7,1015.1283048687221,35.6,1.0
19731,73.2,15.5,1015.1283048687221,59.3,2.0
19104,45.0,16.8,1018.5,49.2,3.0
12588,63.72,10.4,1015.4,54.5,2.0
14961,80.46,15.8,1014.2,63.0,3.0
1503,93.58,16.6,1012.0,55.9,2.0
1724,48.24,11.1,1027.6,50.5,1.0
6688,24.21,20.8,1012.7,85.1,5.0
